query_id,best_hit
tr|A0A087WT94|A0A087WT94_HUMAN,6VJ2_B
tr|A0A087WTC6|A0A087WTC6_HUMAN,4Y66_C
tr|A0A087WTH4|A0A087WTH4_HUMAN,6X0V_H
tr|A0A087WU48|A0A087WU48_HUMAN,4BY6_A
tr|A0A087WV68|A0A087WV68_HUMAN,7PY2_C
tr|A0A087WVG5|A0A087WVG5_HUMAN,2JZC_A
tr|A0A087WVI5|A0A087WVI5_HUMAN,2BSF_A
tr|A0A087WVL7|A0A087WVL7_HUMAN,6TBM_C
tr|A0A087WW08|A0A087WW08_HUMAN,7O4L_6
tr|A0A087WW82|A0A087WW82_HUMAN,7AIH_Ay
tr|A0A087WWD6|A0A087WWD6_HUMAN,2V5Y_A
tr|A0A087WX67|A0A087WX67_HUMAN,7PY2_C
tr|A0A087WXK3|A0A087WXK3_HUMAN,7CUN_G
tr|A0A087WXU0|A0A087WXU0_HUMAN,2HJJ_A
tr|A0A087WXW0|A0A087WXW0_HUMAN,7EBC_D
tr|A0A087WYY8|A0A087WYY8_HUMAN,6SDG_A
tr|A0A087WZE7|A0A087WZE7_HUMAN,6SCY_A
tr|A0A087WZK6|A0A087WZK6_HUMAN,7OVB_D
tr|A0A087WZL1|A0A087WZL1_HUMAN,7JKC_D
tr|A0A087WZQ2|A0A087WZQ2_HUMAN,6QNX_C
tr|A0A087X064|A0A087X064_HUMAN,6SGA_Cn
tr|A0A087X0G3|A0A087X0G3_HUMAN,6ZBE_A
tr|A0A087X0J1|A0A087X0J1_HUMAN,6T9K_D
tr|A0A087X0Q7|A0A087X0Q7_HUMAN,1LPB_A
tr|A0A087X0V9|A0A087X0V9_HUMAN,6WCZ_A
tr|A0A087X2D1|A0A087X2D1_HUMAN,7NVU_U
tr|A0A096LNM5|A0A096LNM5_HUMAN,1E07_A
tr|A0A096LNQ7|A0A096LNQ7_HUMAN,5CCB_B
tr|A0A096LNS2|A0A096LNS2_HUMAN,1QGR_A
tr|A0A096LNZ0|A0A096LNZ0_HUMAN,7FFF_G
tr|A0A096LP60|A0A096LP60_HUMAN,7REF_B
tr|A0A0A0MS97|A0A0A0MS97_HUMAN,6PPH_o
tr|A0A0A0MSF5|A0A0A0MSF5_HUMAN,4HXI_A
tr|A0A0A0MSY7|A0A0A0MSY7_HUMAN,2VP4_D
tr|A0A0A0MTU3|A0A0A0MTU3_HUMAN,7DJT_E
tr|A0A0B4J1R9|A0A0B4J1R9_HUMAN,7DL2_D
tr|A0A0B4J257|A0A0B4J257_HUMAN,4YJF_A
tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN,1H6Q_A
tr|A0A0B4J2D7|A0A0B4J2D7_HUMAN,4ETP_B
tr|A0A0C4DFW0|A0A0C4DFW0_HUMAN,1SRQ_A
tr|A0A0C4DG10|A0A0C4DG10_HUMAN,5Y9D_A
tr|A0A0C4DH01|A0A0C4DH01_HUMAN,7ASV_A
tr|A0A0C4DH60|A0A0C4DH60_HUMAN,4RGJ_A
tr|A0A0D9SFD8|A0A0D9SFD8_HUMAN,6EGU_B
tr|A0A0D9SFH3|A0A0D9SFH3_HUMAN,7VBU_A
tr|A0A0D9SFY2|A0A0D9SFY2_HUMAN,6WZG_R
tr|A0A0D9SGK2|A0A0D9SGK2_HUMAN,1R6H_A
tr|A0A0G2JLK5|A0A0G2JLK5_HUMAN,4Z8L_B
tr|A0A0G2JLX2|A0A0G2JLX2_HUMAN,3VH8_G
tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN,7OF0_d
tr|A0A0G2JMW4|A0A0G2JMW4_HUMAN,2CS4_A
tr|A0A0G2JN01|A0A0G2JN01_HUMAN,3VH8_G
tr|A0A0G2JN35|A0A0G2JN35_HUMAN,6AED_A
tr|A0A0G2JN59|A0A0G2JN59_HUMAN,1KJ6_A
tr|A0A0G2JNJ6|A0A0G2JNJ6_HUMAN,1NKR_A
tr|A0A0G2JNU6|A0A0G2JNU6_HUMAN,5OR7_C
tr|A0A0G2JQ40|A0A0G2JQ40_HUMAN,3VH8_G
tr|A0A0G2JRC8|A0A0G2JRC8_HUMAN,6V4X_D
tr|A0A0G2JS19|A0A0G2JS19_HUMAN,4I1U_A
tr|A0A0J9YW02|A0A0J9YW02_HUMAN,6QAJ_B
tr|A0A0J9YW11|A0A0J9YW11_HUMAN,3FJU_B
tr|A0A0J9YW16|A0A0J9YW16_HUMAN,5A7G_A
tr|A0A0J9YW81|A0A0J9YW81_HUMAN,6CNO_D
tr|A0A0J9YWF9|A0A0J9YWF9_HUMAN,6HDC_A
tr|A0A0J9YWJ2|A0A0J9YWJ2_HUMAN,3C25_A
tr|A0A0J9YWM7|A0A0J9YWM7_HUMAN,7E34_B
tr|A0A0J9YXE4|A0A0J9YXE4_HUMAN,6HB3_B
tr|A0A0U1RQL3|A0A0U1RQL3_HUMAN,7NH5_A
tr|A0A0U1RQP3|A0A0U1RQP3_HUMAN,1XKG_A
tr|A0A0U1RQV3|A0A0U1RQV3_HUMAN,3M0C_C
tr|A0A0U1RR68|A0A0U1RR68_HUMAN,5OF3_C
tr|A0A0U1RRD2|A0A0U1RRD2_HUMAN,3TKA_A
tr|A0A140T947|A0A140T947_HUMAN,7DVQ_x
tr|A0A140T977|A0A140T977_HUMAN,4CVZ_A
tr|A0A140TA16|A0A140TA16_HUMAN,3GRO_B
tr|A0A1B0GTQ9|A0A1B0GTQ9_HUMAN,7NII_D
tr|A0A1B0GTX0|A0A1B0GTX0_HUMAN,6J8E_A
tr|A0A1B0GTX8|A0A1B0GTX8_HUMAN,7MIX_C
tr|A0A1B0GU84|A0A1B0GU84_HUMAN,7KIK_A
tr|A0A1B0GUD5|A0A1B0GUD5_HUMAN,6PGV_A
tr|A0A1B0GUV6|A0A1B0GUV6_HUMAN,7CGP_A
tr|A0A1B0GVY7|A0A1B0GVY7_HUMAN,6K06_A
tr|A0A1B0GW12|A0A1B0GW12_HUMAN,6Q6G_I
tr|A0A1B0GW17|A0A1B0GW17_HUMAN,4BH6_L
tr|A0A1B0GWF1|A0A1B0GWF1_HUMAN,7AS4_L
tr|A0A1C7CYX2|A0A1C7CYX2_HUMAN,7VFU_D
tr|A0A1W2PNW8|A0A1W2PNW8_HUMAN,6CAA_A
tr|A0A1W2PP51|A0A1W2PP51_HUMAN,7MJP_A
tr|A0A1W2PP69|A0A1W2PP69_HUMAN,3VH8_G
tr|A0A1W2PPN7|A0A1W2PPN7_HUMAN,6Q2R_Y
tr|A0A1W2PQ22|A0A1W2PQ22_HUMAN,4HR1_B
tr|A0A1W2PQV3|A0A1W2PQV3_HUMAN,6I35_B
tr|A0A1W2PQY1|A0A1W2PQY1_HUMAN,7W72_T
tr|A0A1W2PR69|A0A1W2PR69_HUMAN,7DMS_A
tr|A0A1W2PR70|A0A1W2PR70_HUMAN,7W72_T
tr|A0A1W2PR94|A0A1W2PR94_HUMAN,6M3Q_E
tr|A0A1W2PRJ7|A0A1W2PRJ7_HUMAN,6NE6_A
tr|A0A1W2PRN9|A0A1W2PRN9_HUMAN,7ANK_A
tr|A0A1W2PS72|A0A1W2PS72_HUMAN,3C8I_B
tr|A0A1W2PSB1|A0A1W2PSB1_HUMAN,1D0N_A
tr|A0A286YER9|A0A286YER9_HUMAN,6YNY_S
tr|A0A286YEW7|A0A286YEW7_HUMAN,6S4M_A
tr|A0A286YFA8|A0A286YFA8_HUMAN,5XSY_A
tr|A0A286YFC4|A0A286YFC4_HUMAN,7BVQ_B
tr|A0A286YFF0|A0A286YFF0_HUMAN,7BVQ_B
tr|A0A2R8Y3S1|A0A2R8Y3S1_HUMAN,7CBL_B
tr|A0A2R8Y535|A0A2R8Y535_HUMAN,6A69_A
tr|A0A2R8Y573|A0A2R8Y573_HUMAN,4FL2_A
tr|A0A2R8Y579|A0A2R8Y579_HUMAN,2W27_A
tr|A0A2R8Y5E7|A0A2R8Y5E7_HUMAN,1EJ6_C
tr|A0A2R8Y5G3|A0A2R8Y5G3_HUMAN,3DT5_A
tr|A0A2R8Y5N4|A0A2R8Y5N4_HUMAN,3HR2_A
tr|A0A2R8Y6C1|A0A2R8Y6C1_HUMAN,6QNX_C
tr|A0A2R8Y6G7|A0A2R8Y6G7_HUMAN,5ZZ8_t
tr|A0A2R8Y6G8|A0A2R8Y6G8_HUMAN,1Q5C_B
tr|A0A2R8Y6Q5|A0A2R8Y6Q5_HUMAN,2FZ0_A
tr|A0A2R8Y797|A0A2R8Y797_HUMAN,5ONI_A
tr|A0A2R8Y7K4|A0A2R8Y7K4_HUMAN,6A70_B
tr|A0A2R8Y7Q5|A0A2R8Y7Q5_HUMAN,6SEQ_A
tr|A0A2R8Y7T1|A0A2R8Y7T1_HUMAN,5ONI_A
tr|A0A2R8Y888|A0A2R8Y888_HUMAN,2KLZ_A
tr|A0A2R8YCG4|A0A2R8YCG4_HUMAN,7MIT_E
tr|A0A2R8YCL6|A0A2R8YCL6_HUMAN,5FWP_E
tr|A0A2R8YCP0|A0A2R8YCP0_HUMAN,5WFN_D
tr|A0A2R8YEU0|A0A2R8YEU0_HUMAN,1NUT_B
tr|A0A2R8YF04|A0A2R8YF04_HUMAN,7KWO_V
tr|A0A2R8YF89|A0A2R8YF89_HUMAN,4C9B_B
tr|A0A2R8YFK2|A0A2R8YFK2_HUMAN,3T6G_D
tr|A0A2R8YFK8|A0A2R8YFK8_HUMAN,6B9H_A
tr|A0A2R8YFQ7|A0A2R8YFQ7_HUMAN,4OM8_B
tr|A0A2R8YG38|A0A2R8YG38_HUMAN,6XY7_AAA
tr|A0A2U3TZH9|A0A2U3TZH9_HUMAN,6APL_C
tr|A0A2U3TZJ2|A0A2U3TZJ2_HUMAN,5HDH_A
tr|A0A384DVK7|A0A384DVK7_HUMAN,6PCV_A
tr|A0A3B3IRJ3|A0A3B3IRJ3_HUMAN,4BKX_B
tr|A0A3B3IS81|A0A3B3IS81_HUMAN,7NRC_A
tr|A0A3B3IS82|A0A3B3IS82_HUMAN,5VKJ_A
tr|A0A3B3ISE7|A0A3B3ISE7_HUMAN,7JYA_A
tr|A0A3B3ISN8|A0A3B3ISN8_HUMAN,6DEE_A
tr|A0A3B3ITF1|A0A3B3ITF1_HUMAN,2XKX_B
tr|A0A3B3ITJ1|A0A3B3ITJ1_HUMAN,7BQ9_A
tr|A0A3B3ITQ7|A0A3B3ITQ7_HUMAN,6SEQ_A
tr|A0A3B3ITX8|A0A3B3ITX8_HUMAN,2KJX_A
tr|A0A3B3IU05|A0A3B3IU05_HUMAN,6MU2_D
tr|A0A494BZW4|A0A494BZW4_HUMAN,7DVQ_4
tr|A0A494C072|A0A494C072_HUMAN,7ARD_s
tr|A0A494C0A8|A0A494C0A8_HUMAN,6NT9_B
tr|A0A494C0C9|A0A494C0C9_HUMAN,3CXL_A
tr|A0A494C0F0|A0A494C0F0_HUMAN,7ENN_K
tr|A0A494C0I1|A0A494C0I1_HUMAN,2EJE_A
tr|A0A494C0Q3|A0A494C0Q3_HUMAN,4D1E_A
tr|A0A494C113|A0A494C113_HUMAN,5T9J_B
tr|A0A494C117|A0A494C117_HUMAN,5ODT_B
tr|A0A590UJ53|A0A590UJ53_HUMAN,2I3D_B
tr|A0A590UJS9|A0A590UJS9_HUMAN,2XKX_B
tr|A0A590UK32|A0A590UK32_HUMAN,6TDA_L
tr|A0A590UKA0|A0A590UKA0_HUMAN,6DC6_C
tr|A0A590UKA2|A0A590UKA2_HUMAN,5JRW_E
tr|A0A590UKA6|A0A590UKA6_HUMAN,7DL2_D
tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN,3IFU_A
tr|A0A5F9ZH61|A0A5F9ZH61_HUMAN,7RRO_H9
tr|A0A5F9ZH63|A0A5F9ZH63_HUMAN,4LXR_J
tr|A0A5F9ZHB4|A0A5F9ZHB4_HUMAN,6VGR_A
tr|A0A5F9ZHF3|A0A5F9ZHF3_HUMAN,6W2E_y
tr|A0A5F9ZHI3|A0A5F9ZHI3_HUMAN,7A8T_A
tr|A0A5F9ZHW7|A0A5F9ZHW7_HUMAN,6LT0_C
tr|A0A5F9ZHY1|A0A5F9ZHY1_HUMAN,1IC8_B
tr|A0A5H1ZRR4|A0A5H1ZRR4_HUMAN,5UJZ_G
tr|A0A5K1VW81|A0A5K1VW81_HUMAN,5TBY_A
tr|A0A5S8K7D6|A0A5S8K7D6_HUMAN,2P24_B
tr|A0A669KAR9|A0A669KAR9_HUMAN,6ZXE_y
tr|A0A669KAU6|A0A669KAU6_HUMAN,1QXP_B
tr|A0A669KB92|A0A669KB92_HUMAN,6LKN_F
tr|A0A669KBI5|A0A669KBI5_HUMAN,1IJ5_A
tr|A0A6E1VY70|A0A6E1VY70_HUMAN,6JBU_B
tr|A0A6E1WXZ9|A0A6E1WXZ9_HUMAN,7NRC_A
tr|A0A6E1ZAN8|A0A6E1ZAN8_HUMAN,6O84_A
tr|A0A6Q8PFK6|A0A6Q8PFK6_HUMAN,5G06_P
tr|A0A6Q8PFP3|A0A6Q8PFP3_HUMAN,4B3F_X
tr|A0A6Q8PFP7|A0A6Q8PFP7_HUMAN,7CMR_A
tr|A0A6Q8PFU7|A0A6Q8PFU7_HUMAN,5E6M_B
tr|A0A6Q8PG57|A0A6Q8PG57_HUMAN,6TS8_B
tr|A0A6Q8PGT8|A0A6Q8PGT8_HUMAN,6HLU_A
tr|A0A6Q8PGZ0|A0A6Q8PGZ0_HUMAN,6QAJ_B
tr|A0A6Q8PH22|A0A6Q8PH22_HUMAN,4NFA_A
tr|A0A6Q8PH30|A0A6Q8PH30_HUMAN,3N9X_A
tr|A0A6Q8PH91|A0A6Q8PH91_HUMAN,6LH4_D
tr|A0A6Q8PHP5|A0A6Q8PHP5_HUMAN,7K1W_F
tr|A0A7D6VLH9|A0A7D6VLH9_HUMAN,3QCW_A
tr|A0A7I2PE23|A0A7I2PE23_HUMAN,7OPD_a
tr|A0A7I2V2M7|A0A7I2V2M7_HUMAN,6WQK_B
tr|A0A7I2V352|A0A7I2V352_HUMAN,6IGV_A
tr|A0A7I2V3R2|A0A7I2V3R2_HUMAN,1XSZ_B
tr|A0A7I2V404|A0A7I2V404_HUMAN,4ITJ_B
tr|A0A7I2V429|A0A7I2V429_HUMAN,7ASE_E
tr|A0A7I2V476|A0A7I2V476_HUMAN,6NT9_B
tr|A0A7I2V4B8|A0A7I2V4B8_HUMAN,1MQS_A
tr|A0A7I2V4D6|A0A7I2V4D6_HUMAN,2WZL_A
tr|A0A7I2V4F2|A0A7I2V4F2_HUMAN,5YZG_3
tr|A0A7I2V4U5|A0A7I2V4U5_HUMAN,5G6U_D
tr|A0A7I2V4Z2|A0A7I2V4Z2_HUMAN,6NT9_B
tr|A0A7I2V561|A0A7I2V561_HUMAN,2IA1_B
tr|A0A7I2V573|A0A7I2V573_HUMAN,6NT9_B
tr|A0A7I2V590|A0A7I2V590_HUMAN,1MQS_A
tr|A0A7I2V5H5|A0A7I2V5H5_HUMAN,1MQS_A
tr|A0A7I2V5H7|A0A7I2V5H7_HUMAN,6C9D_A
tr|A0A7I2V5P3|A0A7I2V5P3_HUMAN,1TO0_D
tr|A0A7I2V5R8|A0A7I2V5R8_HUMAN,4N8D_B
tr|A0A7P0P5T6|A0A7P0P5T6_HUMAN,7F6L_B
tr|A0A7P0T858|A0A7P0T858_HUMAN,6GMH_M
tr|A0A7P0T885|A0A7P0T885_HUMAN,2CG9_B
tr|A0A7P0T8P3|A0A7P0T8P3_HUMAN,4JHN_D
tr|A0A7P0T910|A0A7P0T910_HUMAN,5VLQ_B
tr|A0A7P0T959|A0A7P0T959_HUMAN,7A5P_p
tr|A0A7P0T980|A0A7P0T980_HUMAN,4JHN_D
tr|A0A7P0T9B7|A0A7P0T9B7_HUMAN,5AYL_A
tr|A0A7P0T9F5|A0A7P0T9F5_HUMAN,7N9F_T
tr|A0A7P0T9N3|A0A7P0T9N3_HUMAN,7CRQ_I
tr|A0A7P0T9V0|A0A7P0T9V0_HUMAN,3IHP_B
tr|A0A7P0TA02|A0A7P0TA02_HUMAN,3CP8_C
tr|A0A7P0TAD2|A0A7P0TAD2_HUMAN,6L87_A
tr|A0A7P0TAF5|A0A7P0TAF5_HUMAN,7AWM_A
tr|A0A7P0TAJ4|A0A7P0TAJ4_HUMAN,3IHP_B
tr|A0A7P0TAT1|A0A7P0TAT1_HUMAN,6VRK_A
tr|A0A7P0TAZ2|A0A7P0TAZ2_HUMAN,4LVF_B
tr|A0A7P0TAZ6|A0A7P0TAZ6_HUMAN,3IJ2_B
tr|A0A7P0TBC1|A0A7P0TBC1_HUMAN,3CP8_C
tr|A0A804CHP1|A0A804CHP1_HUMAN,6WCQ_C
tr|A0A804HHW3|A0A804HHW3_HUMAN,7D87_A
tr|A0A804HI56|A0A804HI56_HUMAN,6GCI_A
tr|A0A804HIE7|A0A804HIE7_HUMAN,6P2R_A
tr|A0A804HJ74|A0A804HJ74_HUMAN,3ODW_B
tr|A0A804HJC8|A0A804HJC8_HUMAN,4I43_B
tr|A0A804HJD9|A0A804HJD9_HUMAN,2XZE_A
tr|A0A804HJH8|A0A804HJH8_HUMAN,6YXY_Ao
tr|A0A804HJK7|A0A804HJK7_HUMAN,7O4R_A
tr|A0A804HKA3|A0A804HKA3_HUMAN,6Q0X_D
tr|A0A804HKA4|A0A804HKA4_HUMAN,7D73_D
tr|A0A804HL34|A0A804HL34_HUMAN,7FH1_B
tr|A0A804HL44|A0A804HL44_HUMAN,6Q0X_D
tr|A0A8C8L741|A0A8C8L741_HUMAN,5JPO_E
tr|A0A8I5KQ33|A0A8I5KQ33_HUMAN,7MFD_A
tr|A0A8I5KQB8|A0A8I5KQB8_HUMAN,2CSF_A
tr|A0A8I5KQV3|A0A8I5KQV3_HUMAN,7ENC_z
tr|A0A8I5KRC7|A0A8I5KRC7_HUMAN,6ZNL_Z
tr|A0A8I5KS24|A0A8I5KS24_HUMAN,6GCI_A
tr|A0A8I5KSJ2|A0A8I5KSJ2_HUMAN,4UYB_A
tr|A0A8I5KSM4|A0A8I5KSM4_HUMAN,7MFD_A
tr|A0A8I5KTE5|A0A8I5KTE5_HUMAN,5TBY_A
tr|A0A8I5KUT1|A0A8I5KUT1_HUMAN,7W72_A
tr|A0A8I5KUU6|A0A8I5KUU6_HUMAN,6EKK_B
tr|A0A8I5KV41|A0A8I5KV41_HUMAN,6WCQ_C
tr|A0A8I5KX44|A0A8I5KX44_HUMAN,6QK7_A
tr|A0A8I5KX76|A0A8I5KX76_HUMAN,6IRE_B
tr|A0A8I5KXL4|A0A8I5KXL4_HUMAN,1T77_B
tr|A0A8I5KXP3|A0A8I5KXP3_HUMAN,7EGH_B
tr|A0A8I5KXQ4|A0A8I5KXQ4_HUMAN,7CCS_A
tr|A0A8I5KXT9|A0A8I5KXT9_HUMAN,4GNK_D
tr|A0A8I5KY62|A0A8I5KY62_HUMAN,6S7T_H
tr|A0A8I5KZA5|A0A8I5KZA5_HUMAN,6ZP4_C
tr|A0A8I5QJP8|A0A8I5QJP8_HUMAN,7M0X_B
tr|A0A8I5QKK6|A0A8I5QKK6_HUMAN,6RZ0_A
tr|A0A8I5QKQ4|A0A8I5QKQ4_HUMAN,6VWA_A
tr|A0A8I5QKR6|A0A8I5QKR6_HUMAN,7OBR_u
tr|A0A8I5QKW1|A0A8I5QKW1_HUMAN,7DL2_D
tr|A0A8Q3SIJ2|A0A8Q3SIJ2_HUMAN,7NRC_A
tr|A0A8Q3SJ37|A0A8Q3SJ37_HUMAN,6HG4_B
tr|A0A8Q3WKB5|A0A8Q3WKB5_HUMAN,7BFP_C
tr|A0A8Q3WKN7|A0A8Q3WKN7_HUMAN,2L3O_A
tr|A0A8Q3WL12|A0A8Q3WL12_HUMAN,2VO1_A
tr|A0A8Q3WL42|A0A8Q3WL42_HUMAN,5IJO_F
tr|A0A8Q3WL53|A0A8Q3WL53_HUMAN,7KZT_S
tr|A0A8Q3WLX3|A0A8Q3WLX3_HUMAN,6HG4_B
tr|A0A8Q3WM71|A0A8Q3WM71_HUMAN,3GAW_A
tr|A0A8Q3WMB8|A0A8Q3WMB8_HUMAN,7KZQ_E
tr|A0A8V8TKK6|A0A8V8TKK6_HUMAN,6NZ0_Z
tr|A0A8V8TKS9|A0A8V8TKS9_HUMAN,5MZV_C
tr|A0A8V8TKX2|A0A8V8TKX2_HUMAN,6GKM_A
tr|A0A8V8TKY8|A0A8V8TKY8_HUMAN,5H7V_A
tr|A0A8V8TM98|A0A8V8TM98_HUMAN,7QDR_B
tr|A0A8V8TMF3|A0A8V8TMF3_HUMAN,6QNX_C
tr|A0A8V8TMX5|A0A8V8TMX5_HUMAN,5UKI_A
tr|A0A8V8TMX6|A0A8V8TMX6_HUMAN,6LK8_T
tr|A0A8V8TNB8|A0A8V8TNB8_HUMAN,5D6D_C
tr|A0A8V8TNK9|A0A8V8TNK9_HUMAN,7QDR_B
tr|A0A8V8TNN1|A0A8V8TNN1_HUMAN,5EC6_A
tr|A0A8V8TNQ7|A0A8V8TNQ7_HUMAN,1H7S_A
tr|A0A8V8TNS2|A0A8V8TNS2_HUMAN,6X6C_F
tr|A0A8V8TNV8|A0A8V8TNV8_HUMAN,6X6C_F
tr|A0A8V8TP36|A0A8V8TP36_HUMAN,6X6C_F
tr|A0A8V8TP46|A0A8V8TP46_HUMAN,7C3M_C
tr|A0A8V8TP98|A0A8V8TP98_HUMAN,1HUL_B
tr|A0A8V8TPD8|A0A8V8TPD8_HUMAN,7ASE_C
tr|A0A8V8TPE0|A0A8V8TPE0_HUMAN,7CQ5_D
tr|A0A8V8TPU7|A0A8V8TPU7_HUMAN,7VOP_V
tr|A0A8V8TQ00|A0A8V8TQ00_HUMAN,6C9M_C
tr|A0A8V8TQ42|A0A8V8TQ42_HUMAN,6X4T_A
tr|A0A8V8TQA4|A0A8V8TQA4_HUMAN,4RLV_A
tr|A0A8V8TQJ8|A0A8V8TQJ8_HUMAN,4Y93_A
tr|A0A8V8TQT6|A0A8V8TQT6_HUMAN,7D3F_D
tr|A0A8V8TR41|A0A8V8TR41_HUMAN,6C9M_C
tr|A0A8V8TR93|A0A8V8TR93_HUMAN,7D3F_D
tr|A0A994J3P2|A0A994J3P2_HUMAN,1SCF_B
tr|A0A994J4B1|A0A994J4B1_HUMAN,7ROZ_A
tr|A0A994J544|A0A994J544_HUMAN,4ES8_B
tr|A0A994J595|A0A994J595_HUMAN,6JPA_F
tr|A0A994J5M2|A0A994J5M2_HUMAN,2CJS_C
tr|A0A994J6N1|A0A994J6N1_HUMAN,6LTH_R
tr|A0A994J6V9|A0A994J6V9_HUMAN,6Z47_G
tr|A0A994J6Z1|A0A994J6Z1_HUMAN,6PEQ_B
tr|A0A994J7C9|A0A994J7C9_HUMAN,4WPX_F
tr|A0A994J7Q7|A0A994J7Q7_HUMAN,2D68_B
tr|A0A994J7S5|A0A994J7S5_HUMAN,7JTH_E
tr|A0A9H4B933|A0A9H4B933_HUMAN,1TQ6_A
tr|A0A9L9PXG5|A0A9L9PXG5_HUMAN,7EPC_B
tr|A0A9L9PXJ0|A0A9L9PXJ0_HUMAN,2YF0_A
tr|A0A9L9PXL6|A0A9L9PXL6_HUMAN,4P17_B
tr|A6NHA5|A6NHA5_HUMAN,3WHD_C
tr|A6NHR2|A6NHR2_HUMAN,7OF0_5
tr|A6PVI1|A6PVI1_HUMAN,2MJU_A
tr|A6QRH8|A6QRH8_HUMAN,2IAF_A
tr|A8K0A6|A8K0A6_HUMAN,7SBN_A
tr|A8MTQ3|A8MTQ3_HUMAN,6EM3_v
tr|A8MTZ4|A8MTZ4_HUMAN,6N2O_D
sp|A8MTZ7|CL071_HUMAN,6KOS_A
tr|A8MU33|A8MU33_HUMAN,2SNW_B
sp|A8MYZ5|IQCF6_HUMAN,6Z47_G
tr|A9Z1Z2|A9Z1Z2_HUMAN,6OZY_B
tr|B0QXZ9|B0QXZ9_HUMAN,6QX9_K
tr|B0QY92|B0QY92_HUMAN,5A3Y_A
tr|B0QYG8|B0QYG8_HUMAN,4BNE_B
tr|B0QYN4|B0QYN4_HUMAN,3BJC_A
tr|B0QYS0|B0QYS0_HUMAN,1UJK_A
tr|B0QZ26|B0QZ26_HUMAN,6YTL_U
tr|B0QZ72|B0QZ72_HUMAN,5XFO_A
tr|B1AHC5|B1AHC5_HUMAN,6RYU_W
tr|B1AMN9|B1AMN9_HUMAN,4CHT_B
tr|B1AP52|B1AP52_HUMAN,2XKX_B
tr|B1ARF3|B1ARF3_HUMAN,2KIG_A
tr|B1B1J0|B1B1J0_HUMAN,6YOV_K
tr|B2REA5|B2REA5_HUMAN,3DAL_A
tr|B3KQ30|B3KQ30_HUMAN,4EB7_C
tr|B3KR06|B3KR06_HUMAN,6COK_A
tr|B4DEY6|B4DEY6_HUMAN,2JTN_A
tr|B4DJ94|B4DJ94_HUMAN,7KYA_A
tr|B4DMT0|B4DMT0_HUMAN,2YB0_E
tr|B4DPY1|B4DPY1_HUMAN,3ZVL_A
tr|B4DPZ9|B4DPZ9_HUMAN,6FGZ_A
tr|B4DQK9|B4DQK9_HUMAN,4G8L_A
tr|B4DRP8|B4DRP8_HUMAN,6QNX_C
tr|B4DWB8|B4DWB8_HUMAN,3M0C_C
tr|B4DX41|B4DX41_HUMAN,3ZDU_A
tr|B4DYM6|B4DYM6_HUMAN,6J8Y_A
tr|B4E3F4|B4E3F4_HUMAN,4G1M_A
tr|B4E3H0|B4E3H0_HUMAN,5CK3_B
tr|B5A982|B5A982_HUMAN,4P2Y_A
tr|B5MCC0|B5MCC0_HUMAN,6R3Y_A
tr|B5MCQ4|B5MCQ4_HUMAN,6I2O_A
tr|B5ME25|B5ME25_HUMAN,7AOR_y
tr|B7Z332|B7Z332_HUMAN,6XVF_D
tr|B7Z676|B7Z676_HUMAN,7B4M_A
tr|B7Z6P3|B7Z6P3_HUMAN,7DL2_D
tr|B7Z6Q2|B7Z6Q2_HUMAN,6AHD_v
tr|B7ZBD5|B7ZBD5_HUMAN,5KUT_C
tr|B8YG18|B8YG18_HUMAN,5J11_B
tr|B8ZZB5|B8ZZB5_HUMAN,7RRO_p
tr|B8ZZF6|B8ZZF6_HUMAN,6WRR_A
tr|B8ZZY4|B8ZZY4_HUMAN,6UKJ_A
tr|C9IZE0|C9IZE0_HUMAN,6QAJ_B
tr|C9IZW7|C9IZW7_HUMAN,5LC2_B
tr|C9J0L2|C9J0L2_HUMAN,4AWN_A
tr|C9J0V4|C9J0V4_HUMAN,2P3X_A
tr|C9J2T1|C9J2T1_HUMAN,6WCQ_C
tr|C9J2Y4|C9J2Y4_HUMAN,2L9D_A
tr|C9J326|C9J326_HUMAN,6ZPD_A
tr|C9J3I0|C9J3I0_HUMAN,5F74_B
tr|C9J4P8|C9J4P8_HUMAN,4LAX_A
tr|C9J660|C9J660_HUMAN,2Q17_C
tr|C9J695|C9J695_HUMAN,6ZRX_CCC
tr|C9J6W0|C9J6W0_HUMAN,2QSV_A
tr|C9J6Z7|C9J6Z7_HUMAN,7NRC_A
tr|C9J756|C9J756_HUMAN,4WEB_H
tr|C9J7C3|C9J7C3_HUMAN,2M76_A
tr|C9J7Q4|C9J7Q4_HUMAN,4CCY_A
tr|C9J7Z1|C9J7Z1_HUMAN,4Z86_A
tr|C9J884|C9J884_HUMAN,5MMM_E
tr|C9J950|C9J950_HUMAN,4FMB_E
tr|C9J9E4|C9J9E4_HUMAN,6YVU_B
tr|C9JAB0|C9JAB0_HUMAN,5C5B_A
tr|C9JBE7|C9JBE7_HUMAN,6ND4_Q
tr|C9JBX7|C9JBX7_HUMAN,4V16_A
tr|C9JCD5|C9JCD5_HUMAN,7CCS_A
tr|C9JCE0|C9JCE0_HUMAN,4OGR_G
tr|C9JCK3|C9JCK3_HUMAN,6WCQ_C
